16,adenocarcinoma of lung,0.23830286,0.3229275,-0.4028844,0.20743039,-0.7172555,-0.9759775,0.8368184,-0.4327437,-0.42013666,-0.816209,0.43987542,0.28403413,0.02485797,0.64826816,0.79074824,-1.1842453,0.040714584,-0.70540124,0.06394751,-0.0710681,-0.15218821,-0.70557255,0.07495128,0.08773575,0.12934543,0.18311997,-1.0306569,-0.4495632,-0.37023267,0.025984177,0.331428,0.02889767,-0.1399647,-0.14227542,-0.380693,0.371746,-0.029435921,1.2459699,0.47127974,0.41882592,0.2466946,-1.1009715,-0.6280037,-0.5155759,-1.165977,-0.13794625,-0.9812895,-0.4724369,0.022114059,-0.37087643,-0.6012077,0.07459008,0.12283466,-0.056109164,-0.4087487,-0.34669694,0.3714334,0.07212399,0.35263294,0.004901869,0.15691379,-0.52709824,0.42556274,0.2008602
17,adenocarcinoma,-0.28863642,-0.027013535,-0.3310284,-0.40155023,-0.505003,-0.7016747,0.38638115,-0.44832885,-0.32067594,-0.6659483,0.6697897,0.51666445,0.15554895,0.7995392,0.95519894,-0.5953776,0.2386659,-0.18061742,0.26232,-0.005932591,-0.29593027,-0.5892197,-0.046170305,0.000632846,-0.34500796,-0.3442587,-0.51315254,-0.40875152,-0.36141142,0.1552323,0.025338896,0.33461195,-0.031185498,-0.05864206,-0.115762755,0.6552376,-0.23779735,1.1924794,0.47802967,0.2008424,0.61960125,-0.73954827,-0.7643713,-0.7359819,-1.2529352,-0.049103536,-0.64075035,-0.70053375,0.24319586,0.18993302,-1.1132741,0.17358735,-0.27764055,-0.056789726,-0.4255292,-0.04611891,0.62787634,0.20474268,0.67862767,0.40205967,-0.12624852,-0.6725731,0.26733097,-0.0981278
18,agranulocytosis,0.18310392,0.27540767,-0.9675209,-0.6731031,-0.515494,-0.21073912,0.8456343,-0.35535333,1.0030642,-0.47822985,0.6634324,1.0214301,0.67991173,1.5952272,0.6212954,-0.20457326,1.1195492,-0.32369158,-1.7557667,0.28017956,0.54722023,0.20310622,-0.18721548,-0.35813642,0.7660531,0.12511554,-0.2940794,0.59258944,0.5697479,1.4323152,0.7615458,0.48365155,0.5392799,0.82757914,0.8342785,-0.901434,-2.11923,0.9111237,0.112534314,0.027587712,-0.09279522,-0.26500368,-0.75479597,0.3856223,-0.7867021,-0.51307553,-1.0051961,-1.2980077,-0.99837786,0.19324742,-1.2772703,-0.78401864,0.2599227,0.027248463,-0.9511033,1.0508115,1.1916403,-0.28580546,-1.1781919,-0.37600672,0.20579226,-0.2699818,0.5586541,-0.21351571
19,alopecia,-0.26997316,-0.09424248,0.22169237,-0.28743115,0.6539697,-0.63847,0.37308452,0.38165575,-0.18389013,-0.37446582,0.2891339,-0.43990687,-0.3135864,0.3946255,0.45702124,0.029611574,0.07717465,-0.021639781,-0.5787054,0.40865406,0.7045717,0.21040156,-0.5993039,-0.013132667,0.015826304,-0.66758555,0.89470774,0.11029185,-0.15952213,0.20530325,0.33770022,-0.20184542,-0.5498418,0.12698962,0.2834746,-0.42874804,-0.49757236,-0.6540658,0.628949,0.03135273,0.5018085,-0.4401225,-0.62049377,0.23064914,-1.2956806,0.29262438,-0.87934273,-0.1985522,-0.5568508,0.26646224,-0.8721083,-0.5465061,-0.07384716,-0.16316819,-0.41351986,-0.33640945,0.31990325,0.33568546,0.13276851,0.6353563,-0.033730704,-0.3017127,-0.36995286,-0.089298114
20,anemia,-0.57279193,0.15604301,-0.43056744,-0.74535704,-0.9562985,-0.27303734,1.2012277,0.8863957,-0.106384784,-0.08997773,0.3331223,0.34746987,-0.15301724,0.5616494,-0.48338205,-0.5727122,0.3024127,-0.009842296,-0.1435871,-1.1784198,0.6035607,-0.72704923,0.07705357,-0.1527763,0.34165806,-0.7127812,0.20979288,0.15173036,0.08074327,-0.5599557,0.16716325,0.13742687,-0.018569686,0.035724275,0.92098135,0.282416,-0.99733436,-0.009953662,0.56665593,0.57734764,0.26821068,-0.7665576,-0.7099898,0.1771059,-0.57828534,-0.38797605,-1.3373709,-0.70745784,-0.43643045,0.053417765,-0.6533822,-0.5482444,0.8407427,0.22903913,-0.530984,0.8136117,0.10137867,0.22482042,-0.33174196,-0.2912019,-0.41929126,0.43775067,-0.17221133,-0.14055566
21,angina pectoris,0.7013267,0.6021385,-0.6862814,0.14429754,-0.8487981,0.03512035,-0.20264101,-0.26076624,-0.49671298,-0.91415185,0.014413585,0.51215875,1.3032745,1.1651958,0.073318556,-0.9519058,0.47843897,-0.37330964,-0.45038617,0.3579796,0.16266678,0.5001334,0.0393522,0.7006821,-0.7061657,-0.94347984,0.75982183,0.66204756,0.111682035,0.83365077,0.22383288,-0.35335678,0.14616388,-0.5061577,-0.4835277,0.09856457,-0.46511582,-0.56449485,-0.45401052,0.29947698,-0.15917575,-1.1747094,-1.320322,0.65921855,0.039616827,0.14266843,-0.4341875,-0.634316,0.21838875,0.5112004,-0.4268589,-0.058189422,-0.15828878,0.35985306,0.84182686,0.9535187,-0.25284073,-0.12035207,1.051299,1.2624458,-0.5151095,0.8476068,0.84406555,-0.09650029
22,anorexia,1.5882161,1.06615,0.050907243,0.4952456,0.20694353,0.3438926,0.29476818,0.5380687,-0.46820813,0.026471173,0.44957528,0.27266958,0.05816546,0.7211062,0.32926524,-0.77351975,0.8584391,-0.49892348,-0.15852912,0.36531806,-0.25387493,0.2429891,-0.56227833,0.45767856,-0.31424066,-0.45003137,0.6045271,0.6588651,-0.16456623,0.87282974,-0.19801104,-0.3502162,0.24128829,0.09731649,0.5297473,0.18072356,-0.7353846,-0.50880736,-0.6380674,-0.5342629,-0.19774003,-1.2243375,-0.6827994,0.16670547,-0.58359873,-0.605801,-0.010301663,-0.60734886,0.417102,0.43409082,0.20077221,0.15078998,1.0694555,0.38136277,-0.029315189,0.52581614,-0.5458445,0.000797897,0.253577,0.10821641,0.105042174,0.11253428,0.06489154,-0.6496418
23,asthenia,0.22741985,0.29108056,-0.033123285,0.19735005,0.07441459,-0.019587696,0.57395506,0.25164616,0.034751542,-0.39459303,0.4063148,0.009505631,0.53381854,0.5163229,0.21498968,-0.17749797,0.030722398,-0.15537106,-0.10967212,0.6280757,0.4994591,0.4192487,-0.514778,0.26439086,0.43882,-0.35741416,-0.021036243,0.26428264,0.2553589,0.3416276,0.17713118,0.14140716,-0.29939547,0.20865227,-0.007867735,0.051121708,-0.42463762,-0.42511216,-0.19702886,-0.3876939,-0.07702532,-0.95328563,-0.64360327,0.35759312,-0.0598772,-0.1486867,0.0212631,-0.75556177,0.3773369,0.2361768,-0.5248698,-0.5854511,0.75090426,-0.26052332,-0.30724534,0.22449888,-0.42093945,-0.2601621,0.15546192,-0.16558851,-0.13579021,0.13222589,0.52194226,0.106853075
24,atrial fibrillation,-0.11304915,0.37983066,-0.78741914,-0.49162245,-0.26674527,-0.47119725,-0.3592763,-0.0336229,-0.6580882,-0.81705785,0.37808374,-0.20193535,0.5780612,1.2908274,0.58210963,0.083315514,0.17704464,-0.9208192,-0.4995317,0.31068698,0.42562822,-0.1451743,-0.46460634,-0.7169693,0.71180624,-0.67654276,0.01823797,0.44317406,0.011889569,0.07866951,0.005774909,0.71110076,0.013276964,-0.09345752,0.40385067,0.21057726,-0.8093093,-0.58002394,-0.37358397,-0.3874101,0.48186302,-1.1491767,-0.018733663,0.69708806,0.011063046,-0.35990766,-0.48334092,0.22914529,-0.16394801,0.4271969,-0.1175677,-0.44882634,-0.8476514,-0.1447,0.18247405,0.40461048,-1.1148996,0.44479263,1.137252,0.87127113,-1.2083538,0.46958685,0.3213491,0.90329516
25,atrial flutter,-0.20814402,0.32724544,-0.7784664,-0.46962398,-0.20922472,-0.36604315,-0.23903902,-0.10332328,-0.7117514,-0.75868917,0.42763957,-0.26887548,0.55522925,1.2610915,0.6088093,-0.100840166,0.19458637,-0.9436068,-0.40945005,0.258898,0.5329353,-0.26868317,-0.41706023,-0.6292234,0.63587093,-0.5628591,0.021373888,0.3160383,0.08366488,0.022742916,0.05342214,0.6772729,-0.03787386,-0.19403377,0.35934362,0.26642045,-0.6783159,-0.46414277,-0.39516327,-0.24847165,0.39280158,-1.1404917,-0.123965785,0.7242003,0.035601705,-0.2245599,-0.5402307,0.19273421,-0.16985896,0.3334233,-0.09772162,-0.4485763,-0.77538055,-0.025570687,0.11925776,0.39101085,-1.0600548,0.4257176,0.96941525,0.7990203,-1.199277,0.4303916,0.3790764,0.76515645
26,autonomic nervous system diseases,-0.30761507,0.39029133,0.3503819,0.423399,0.3702695,0.031224972,0.011861287,-0.43661192,0.84415114,-0.09875835,0.35446206,0.18982312,0.658331,1.0475296,0.58057916,-0.22280043,-0.37603167,-0.95859665,0.16347356,0.015803332,0.85753167,0.78374946,-0.42063138,0.67554945,0.26881883,-0.3717647,0.59663284,0.064625174,-0.012734579,0.25672275,0.27497825,0.15537347,-0.13706467,-0.3200864,-0.049711656,-0.07488752,-0.6691174,0.27494067,-0.091544,-0.029087573,-0.13895895,-0.3001237,-0.19624773,0.21855514,-0.8813169,-0.51924855,-0.5516364,-0.022928104,-0.28224126,0.34678295,-0.38889793,0.018323082,0.8485834,0.82427394,0.24177764,0.41701186,0.48345655,0.4772651,0.4343103,0.015548481,-1.0624257,-0.5236383,0.33746523,-0.11371902
27,breast neoplasms,-0.84687245,-0.37458187,0.19177373,-0.52158654,-0.08205856,-0.48569185,0.53241044,-0.15077749,-0.054391768,-0.26878682,0.18211727,-0.11454599,0.4404106,0.4599527,0.09276927,-0.37140048,0.44570607,-0.53049016,0.43217966,0.19891042,-0.4807752,-0.28828728,-0.5781511,-0.004063134,-0.23330113,-0.3216273,-0.58138615,0.053651474,0.009103154,0.8956261,0.026202736,0.03047412,0.35391626,-0.15968628,-0.31976548,0.52504,-0.46436536,0.56777054,0.6007696,0.44462967,0.15839843,-0.2093272,-0.63819563,-0.05169097,-1.1156263,-0.18841703,-1.3364027,-0.7296675,0.1846092,0.21983556,-1.270626,0.30623767,0.013366664,0.16842914,-0.10894918,-0.046846066,0.494347,0.044395044,0.38781494,0.29184404,-0.23669837,-0.45013556,0.6953336,0.1936739
28,carcinoma,-0.29664502,-0.062408388,-0.22814198,-0.77268195,-0.30070952,-0.44581527,-0.11385079,-0.45789728,-0.13543138,-0.42738572,0.44460127,0.48068285,-0.033506636,0.7493367,0.4326939,-0.2311536,-0.05367764,0.098219894,0.15100886,-0.2616345,-0.49662668,-0.9236184,0.21053593,0.5114824,-0.30584896,-0.40318507,-0.18759489,-0.43164897,-0.15795723,0.116523236,0.121918835,0.38550276,0.05073146,-0.18628705,-0.21581541,0.64215946,-0.10606753,0.8600335,0.93607587,0.5969398,0.2976188,-0.43849832,-0.58470637,-0.5245229,-1.1260365,0.28638998,-1.3879982,-0.70908254,0.42947945,0.13986339,-1.0923337,-0.049493145,0.59493124,-0.105168335,-0.52987015,-0.145108,0.3211237,0.48333162,0.6904843,0.6938614,0.004989564,-0.42525825,0.26233855,-0.51373255
29,"carcinoma, non-small-cell lung",1.5362147,1.6116009,-1.0684717,1.1585907,-0.43299413,-0.96251124,0.6096267,-1.2510288,0.2858049,-1.1099442,-0.22035617,0.27128237,-0.7155112,0.6340367,0.962707,-1.8401452,0.31261864,-1.3445435,-0.46832395,0.2004733,-0.19762397,-0.7108346,0.13331161,0.4889303,0.693562,0.5718082,-1.4437631,-0.63863444,-0.42675868,0.5747186,0.66587305,-0.7706977,-0.3880098,-0.23855901,-0.105894476,-0.39268914,-0.11458893,0.5205111,0.8077795,-0.053446278,-0.70866334,-1.3050098,-0.40941614,-0.34041265,-0.9845137,-0.3112351,-0.7453486,0.31637985,0.54331684,-0.560699,-0.5910219,0.012427375,0.44000697,-0.012129995,-0.49061552,-0.61477345,0.484976,-0.7664592,-0.34211823,-0.06369543,0.10178021,-0.19100751,1.0875622,0.7375784
30,"carcinoma, squamous cell",-0.46742943,-0.067770176,-0.5230767,-0.9332727,-0.32322428,-0.4258963,0.24172482,-0.33221027,-0.3439907,-0.24442162,0.112219386,0.009771252,-0.001395726,0.7578989,0.37245065,-0.12823339,0.07565627,-0.12668839,0.14423288,0.0631118,-0.09410548,-1.158539,0.31864646,0.72121924,-0.43671483,-0.7104264,-0.33880067,-0.285826,-0.2327484,0.3784147,0.17601597,0.23186974,0.08571029,-0.4716157,-0.59835213,0.39430806,0.002023136,0.457603,0.8815527,0.5251528,0.13504164,-0.5782109,-0.3618608,-0.38008028,-1.1857142,-0.018213548,-1.7254841,-1.0792981,0.5779655,-0.06088173,-1.5254477,0.008919559,0.5734286,0.24745625,-0.30664614,0.09154826,0.12515306,0.49293202,0.8606403,0.70112354,-0.05600691,-0.036938477,0.2612934,-0.40018618
31,cardiovascular diseases,0.16397943,0.3919215,-0.25415313,-0.20706314,-0.39074615,0.14719777,0.03601313,-0.2424871,-0.23639573,-0.78548735,0.2621548,-0.3615125,-0.015436616,0.68465674,0.18165877,0.058173146,0.4129529,-0.39132193,-0.33367816,0.014601151,0.08293312,0.14784116,-0.5017931,0.6199754,-0.41537046,-0.21875684,-0.31404585,0.40571433,-0.042088374,0.40100625,0.32277682,-0.28670353,-0.2627894,0.073124856,-0.031953726,-0.060705815,-0.07740671,-0.5730124,-0.22578907,-0.32469857,0.0866337,-0.3059041,-0.3396469,0.7000634,0.079138026,-0.16612792,-0.3502281,0.095553644,0.14196354,-0.15581839,-0.10008837,-0.18476972,-0.33409998,0.07451321,-0.26844618,0.38803694,-0.11932684,0.8070127,0.41344744,0.06397675,-0.7141602,-0.22253685,-0.25005925,0.029896097
